energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
89.36,0.01,2.4024,0.20374660733371736,0.0000000001,G,0.000000000281,432.8,343.41,M1+E2,0.12,1,5.22,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
113.81,0.02,0.294,0.0273,0.00000000009,G,,113.81,0.0,M1+E2,0.464,5,2.51,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
143.9,,,,,G,,514.6,371,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
161.3,0.2,0.02268,0.00843896320646085,,G,0.00000149,514.6,353.3,M1,,,0.969,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
229.6,0.6,0.68292,0.02961607840346186,0.000000000281,G,0.00000000009,343.41,113.81,E2,,,0.178,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
318.9,0.6,0.168,0.042426406871192854,0.0000000001,G,0.00000000009,432.8,113.81,M1+E2,0.146,12,0.147,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
343.4,0.08,84,3,0.000000000281,G,,343.41,0.0,M1+E2,-0.27,2,0.118,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
353.3,0.2,0.22848,0.01867687340000997,0.00000149,G,,353.3,0.0,E1,,,0.0140,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
433,0.5,1.4364,0.05715531471350674,0.0000000001,G,,432.8,0.0,M1,,,0.0663,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
8.81,,25.1,1.5,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
52.965,,26.5,1.3,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
54.07,,46.5,2.2,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
61.387,,15.3,0.8,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
62.084,,19.4,1,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22
62.927,,4.04,0.22,,X,,,,,,,,,72,103,Hf,,0,,5/2(-),70,,2,d,6048000,172800,EC,100,,683.9,26,71,104,Lu,1-Jun-2004,M. SHAMSUZZOHA BASUNIA,2024-03-22

