energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
58.4,,0.0039,0.0004,,G,,1719.56,1660.91,[E1],,,1.215,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
80.4,,0.0028,0.0014,,G,,1127.804,1047.584,[M1 E2],,,4.7,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
123.0706,0.0009,40.4,0.4,1.184E-09,G,,123.071,0,E2,,,1.197,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
129.6,0.13,0.00157,0.00021,,G,,1660.91,1531.284,[M1 E2],,,0.975,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
131.56,0.07,0.0131,0.0004,,G,,1127.804,996.257,M1+E2,-4,6,0.936,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
134.87,0.07,0.008,0.001,,G,,815.493,680.61,E2,,,0.858,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
146.01,0.07,0.0071,0.0004,,G,,1397.506,1251.63,[M1 E2],,,0.668,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
156.28,0.08,0.0086,0.0009,,G,,1397.506,1241.32,[M1 E2],,,0.54,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
166.32,0.1,0.00105,0.0001,,G,,1418.146,1251.63,[E1],,,0.0742,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
177.05,0.2,0.0007,0.00014,,G,,1418.146,1241.32,[E1],,,0.0628,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
180.72,0.07,0.0052,0.0007,,G,,996.257,815.493,[M1 E2],,,0.35,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
188.22,0.07,0.24,0.0024,,G,,1719.56,1531.284,[E1],,,0.0533,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
199.2,0.08,0.00101,0.00014,,G,,1617.127,1418.15,[E1],,,0.0459,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
203.4,0.29,0.00052,0.00007,,G,,1617.127,1414.42,[E2],,,0.21,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
213.06,0.11,0.00042,0.00007,,G,,1617.127,1404.45,[E2],,,0.18,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
218.71,0.26,0.0008,0.00014,,G,,1617.127,1397.506,[M1 E2],,,0.19,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
228.23,0.09,0.00206,0.00014,,G,,1660.91,1432.66,[E2],,,0.1436,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
232.12,0.07,0.0218,0.0004,,G,,1047.584,815.493,E2,,,0.1359,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
236.36,0.08,0.0017,0.0003,,G,,1418.146,1181.96,[E2],,,0.1281,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
241.2,0.09,0.00125,0.00017,,G,,1645.85,1404.45,[E1],,,0.0278,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
242.86,0.06,0.0041,0.0003,,G,,1660.91,1418.15,[E2+M1],,,0.14,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
245.07,0.13,0.00045,0.00007,,G,,1241.32,996.257,[E1],,,0.0267,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
247.929,0.0007,6.89,0.07,4E-11,G,1.184E-09,371,123.071,E2,,,0.1098,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
255.8,0.1,0.0028,0.0009,,G,,1251.63,996.257,[E1],,,0.0239,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
263.5,0.16,0.00101,0.00014,,G,,1660.91,1397.506,[E1],,,0.0221,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
267.46,0.15,0.0073,0.0014,,G,,1263.778,996.257,[E2],,,0.0862,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
267.54,0.08,0.00383,0.00011,,G,,1531.284,1263.778,[E2],,,0.0862,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
269.65,0.08,0.0115,0.0005,,G,,1397.506,1127.804,[E1],,,0.0209,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
279.65,0.07,0.0032,0.00011,,G,,1531.284,1251.63,[E1],,,0.019,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
289.99,0.22,0.00143,0.00007,,G,,1531.284,1241.32,[E1],,,0.01735,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
290.38,0.11,0.00174,0.00007,,G,,1418.146,1127.804,[E2+M1],,,0.085,,63,91,Eu,,0,,3-,8.601,,10,Y,271421120.3,315569.2597,B-,99.982,0.012,1968,8,64,90,Gd,01-May-08,C. W. Reich,22/03/2024
