energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
283.609,0.003,0.318476,0.024,,G,,1301.4004,1017.7911,[E1],,,0.0245,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
291.5429,0.0012,0.797736,0.029,,G,,882.8611,591.3179,E1+M2,0.08,8,0.028,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
292.5266,0.0014,0.62613,0.05,,G,,1086.9662,794.4394,E1+M2,0.08,8,0.028,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
296.4584,0.0005,3.87273,0.13,,G,5.41E-10,409.4085,112.9499,E2,,,0.0821,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
299.0534,0.0007,1.25999,0.06,,G,,708.4622,409.4085,E1+M2,0.11,5,0.03,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
301.115,0.001,0,,,G,1.33E-07,451.5146,150.3991,E2,,,0.0757,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
305.5033,0.0005,1.390627,0.024,,G,1.07E-10,555.1779,249.6744,E1+M2,0.16,7,0.038,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
313.725,0.0005,1.014176,0.015,4.00E-11,G,5.41E-10,426.6752,112.9499,E1+M2,0.06,5,0.021,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
319.021,0.0006,2.38577,0.13,,G,1.17E-10,440.6424,121.6211,E2,,,0.0637,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,IT,22.7,0.08,,,71,106,Lu,30-Aug-19,F.G. KONDEV,22/03/2024
321.3159,0.0006,0.899772,0.023,6.65E-10,G,,321.3162,0,E1+M2,0.175,10,0.0354,,71,106,Lu,,970.1757,0.0024,23/2-,160.4,,3,d,13858560,25920,B-,77.3,0.08,496.8,8,72,105,Hf,30-Aug-19,F.G. KONDEV,22/03/2024
