energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0.0076,,,,,G,231627836653.50528,0.0076,0.0,[M1],,,,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
13.244,,0.0024,0.0007,0.000000000172,G,,42.4349,29.1927,[M1],,,358,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
20.25,,,,,G,231627836653.50528,20.2,0.0,[E1],,,,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
25.02,0.05,0.0001,0.00004,,G,,237.366,212.382,[E1],,,4.57,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
25.3106,0.0008,0.000004,0,,G,,173.4837,148.1730,[M1],,,213,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
25.3106,0.0008,0.00211,0.00012,0.000000000147,G,,97.13595,71.8260,[M1],,,213,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
25.311,0.004,,,,G,0.000000000172,67.8,42.4349,[M1+E2],,,4.E3,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
27.119,,0.000002,0,,G,,173.4837,146.3569,[E2],,,6.13E3,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
28.288,,0.000036,0.000009,,G,0.000000000147,125.4385,97.13595,[M1],,,153.4,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
29.1851,0.0004,0.0078,0.001,,G,,29.1927,0.0076,M1[+E2],0.145,,225,,92,141,U,,0,,5/2+,1.5919E5,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-03-22
