energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
10.4178,0.0012,0.0035612,0.0004312065398390892,,G,,117.9971,107.5794,M1+E2,0.033,11,3.4E2,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
12.7,0.25,0.009824,0.00644771471143071,,G,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
13.8,0.25,0.019648,0.00644985837053807,,G,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
18.763,0.002,0.04912,0.006158733636065128,0.00000000116,G,0.0000000065,105.3088,86.5462,M1+E2,0.274,4,362,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
21.035,0.004,0.00046664,0.00005544782412322417,,G,0.0000000065,107.5794,86.5462,E2,,,2.60E3,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
24.56,0.3,0.007675,0.007675366440763594,,G,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
26.527,0.021,0.31621,0.01867737936649572,0.0000000065,G,,86.5462,60.0098,E1,,,1.95,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
31.444,0.007,0.007061,0.0015365500317269204,,G,0.0000000065,117.9971,86.5462,M1+E2,0.370,14,50,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
40.75,0.2,0.026402,0.002775019459391231,,G,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
45.2989,0.001,1.31089,0.03900361137125638,0.00000000116,G,,105.3088,60.0098,E1,,,0.437,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
57.9873,0.0017,0.066312,0.005563863765406195,,G,,117.9971,60.0098,E1,,,1.238,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
60.0089,0.001,1.1666,0.032748282397707516,,G,,60.0098,0.0,M1+E2,-0.198,8,9.14,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
86.0591,0.001,0.1535,0.01542311576822271,,G,,146.0698,60.0098,M1+E2,-0.184,23,3.14,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
86.5463,0.001,30.7,0.3,0.0000000065,G,,86.5462,0.0,E1,,,0.431,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
105.3087,0.001,21.1216,0.47679031030422586,0.00000000116,G,,105.3088,0.0,E1,,,0.254,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
107.6,0.2,0.0003991,0.0000039,,G,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
146.0706,0.001,0.050962,0.0031101292577640563,,G,,146.0698,0.0,E2,,,0.649,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
6.858,,7.370410185776,0.4062495808975443,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
42.308,,6.4907930784345735,0.10309699125079741,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
42.996,,11.676188304433484,0.17787054931230817,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
48.802,,3.690932242948491,0.06883575341767913,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
49.326,,4.661647422843944,0.08495829550687638,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22
49.957,,0.9707151798954531,0.02585192853547326,,X,,,,,,,,,63,92,Eu,,0,,5/2+,4.753,,14,Y,149990069.15723577,441796.963644288,B-,100,,252.0,9,64,91,Gd,21-Oct-2019,N. NICA,2024-03-22

