energy,unc_en,intensity_%,unc_i,type,shell, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
4.966,,9.579064,0.43698837578132443,X,L,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22
31.816,,21.485442295159235,0.14783758046573375,X,KA2,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22
32.193,,39.58261292402217,0.2023474863222342,X,KA1,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22
36.482,,11.642927141228913,0.1380304114585217,X,KpB1,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22
36.827,,14.5769447808186,0.16271373868912276,X,KB,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22
37.255,,2.934017639589686,0.06781479978535312,X,KpB2,57,80,La,,0,,7/2+,6E+4,,2,Y,1893415558475.52,631138519491.84,EC,100,,580.5,17,56,81,Ba,1-Oct-2006,E. BROWNE and  J. K. TULI,2024-03-22

