energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
41.93,0.03,0.36465,0.030225,,G,450948472.1769197,41.969,0.0,M1+E2,0.186,4,102.8,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
53.73,0.04,0.073125,0.004875,,G,,95.786,41.969,M1+E2,0.201,8,44.9,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
56.89,0.03,0.0336375,0.0021449999999999998,,G,,231.933,175.043,M1+E2,0.68,,92.4,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
65.44,0.04,0.01755,0.0039,,G,,161.26,95.786,M1(+E2),0.44,LE,27,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
69.17,0.06,0.006825,0.002925,,G,,301.166,231.933,M1(+E2),1.2,LE,38,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
79.27,0.04,0.1287,0.012675,,G,,175.043,95.786,M1+E2,0.65,24,22,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
95.786,0.003,0.01092,0.0022424999999999997,,G,450948472.1769197,95.786,0.0,E2,,,19.3,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
126.09,0.04,0.006825,0.00195,,G,,301.166,175.043,[E2],,,5.59,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
133.08,0.03,2.81775,0.029249999999999998,,G,,175.043,41.969,M1+E2,0.222,9,11.36,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
136.127,0.02,0.1131,0.002925,,G,,231.933,95.786,M1+E2,0.63,21,9.0,,96,149,Cm,,0,,7/2+,8423,,74,Y,265803987483.9884,2335212522.119808,A,100,,5624.5,5,94,147,Pu,30-Sep-2015,C.D. NESARAJA,2024-03-22
